times asked,submitted,keyword,pos,enumeration,tok,eng,examples
0,,mess,,,,,
0,,met,,,,,
5,ijo vivi,metal,,,kiwen,hard material,ilo moku li **kiwen** ni: ona o lon ala poki seli. | Cutlery is made of a **metal** that can't be put in the microwave.
4,"ilo Tani, lipamanka",middle,,1,insa,"a center, midpoint","sina awen lon **insa** pi tomo ni, li moku ala e ko walo lon poka tomo, la mi kama sin li pana e ko walo kin tawa sina. | If you stay in the **middle** of this room, and don't eat the marshmallow on the side of the room, I'll return and give you another marshmallow. "
4,ilo Tani,middle,,2,insa,a point in time between the beginning and end,tenpo pimeja pini la lape mi li pakala lon **insa**. | I woke up in the **middle** of the night last night.
0,ijo vivi,might,v,,ken,to possibly be,ni li **ken** pona a! | This **might** be really good!
0,ijo vivi,might,n,,wawa,power,kulupu li alasa pini e jan ike kepeken **wawa** ale ona. | The army tried to stop the villain with all their **might**.
0,,mile,,,,,
0,ijo vivi,military,n,,kulupu utala,organization that fights in wars,jan lawa ike li kama pana e mani mute tawa **kulupu utala** e mani ala tawa pona kulupu. | The fascist president increased **military** spending and decreased funding for social good.
7,ijo vivi,milk,n,,telo mama,liquid produced by mammals for their offspring,
7,ijo vivi,milk,n,,"telo walo, telo soweli",liquid drunk by humans or used in cooking,
3,kala Asi,million,,,mute,a large amount,jan pi **mute** seme li moli la lawa li kama wile pini e utala? | How many **millions** must die before the powerful decide to end the war?
3,kala Asi,million,,,(wan) ale ale ale,precisely a thousand thousands,utala musi la sina wawa! sina kama jo e mani **WAAA** pi ma Mewika. | You have succeeded at the competition! You will be awarded 1 **million** USD.
0,ijo vivi,mind,n,,"pilin, lawa, sona, insa","the brain or its ability to think, feel, focus, or remember","**lawa** mi li pilin e ijo nasa lon tenpo. | My **mind** goes strange places sometimes.
o kama **pilin** ala e unpa lon toki mi! | Get your **mind** out of the gutter!"
0,ijo vivi,mind,v,2,(awen) sona,"to observe, to notice",lupa li lon nasin noka. o **awen sona** e ona. | **Mind** the gap!
0,ijo vivi,mind,v,1,(pilin) suli,"have an [opinion] about, feel strongly","sina la nasin len ona sin li nasa. mi la mi **pilin suli** ala tan ona. | You say you find it weird how he dresses now, but I don't really **mind**."
0,,mine,,,,,
5,"ilo Tani, jan Saki",minute,n,1,"tenpo, tenpo suli, tenpo lili, tenpo insa","a unit of time, 60 of which make up an [hour]","o pana e pan linja tawa ilo seli o seli e ona lon **tenpo suli** tu lon tenpo lili mute luka luka. | Place the noodles in the microwave and heat for two minutes and 30 seconds.
tomo moku la sina ken awen lon tenpo suli wan lon **tenpo lili** mute luka luka. | You may stay at the buffet for one hour and thirty **minutes**.
musi Mawijo pi ilo Ensitepo la, jan li pini e ale musi lon tenpo suli wan, lon **tenpo insa** mute luka luka luka, lon tenpo lili mute luka tu wan. | Someone beat the Mario game on the N64 in one hour, thirty-five **minutes**, and twenty-eight seconds."
5,mun Kekan San,minute,adj,1,lili,small,soweli ni li **lili** wawa a! | This critter is so **minute**!
6,kala Asi,mirror,n,,"sinpin lukin, ilo lukin",smooth surface that reflects an image,"mi **lukin** e mi lon **sinpin**. | I look at myself in the **mirror**.
**ilo lukin** li pana e sitelen ante. | The **mirror** gives off an inverse image. "
6,kala Asi,mirror,v,,sama (ijo),"imitate, represent",pipi ni pi wawa ala la selo li jelo li pimeja. ni li **sama** pipi ante wawa. | The colouring of this insect **mirrors** that of a wasp.
0,lipamanka,misremember,,,sona pakala,"to think one knows something from having learned it, but be incorrect","ike la jan Maka li **sona pakala** e wile ona pi tenpo pini. | Unfortunately, this Micha **misrememers** what they wanted in the past. "
0,,miss,,,,,
0,,mistake,,,,,
0,,model,,,,,
0,,mom,,,,,
0,,moment,,,,,
4,lipamanka,money,n,,mani,currency,"pali mi li pona tawa sina la o pana e **mani** tawa mi lon ilo Pesijon. | If you enjoy my content, give me **money** on Patreon. "
11,kala Asi,month,n,,(tenpo) mun,period related to the Moon's orbit,"**tenpo mun** nanpa luka luka li tenpo mun monsuta. | The tenth **month** of the year is spooky season.
**mun** pi ante toki li pini. | Translation **Month** has ended."
4,ilo Tani,moon,,,mun,a natural satellite of a planet,"tenpo pimeja ni la ale **mun** li suno. | Tonight, the whole **moon** is lit up."
27,ijo vivi,more,,,"mute, sin, namako",additional,"kili ni taso li weka ale ala e wile moku. o pana e kili **sin**! | These fruits alone won't make me full. Could you hand me some **more**, please!"
27,ijo vivi,more,,,tawa (as a preposition),(forms comparatives),ona li suwi **tawa** jan ante ale kulupu. | She's **more** likable than everyone else in the group.
9,ijo vivi,morning,,,open suno,time of day when the sun rises,
9,ijo vivi,morning,,,"tenpo pi pini lape, lape li pini la...",time of day when one wakes up,
0,lipamanka,mortician,n,,"jan pi jan moli, jan moli",a person tasked with handling dead bodies,**jan pi jan moli** li seli e sina lon moli sina. | The **mortician** will cremate you when you die. 
8,ijo vivi,most,,,mute nanpa wan,highest amount,"jan ale la sina moku e kili pi **mute nanpa wan**. | Out of everyone, you ate the **most** strawberries."
8,ijo vivi,most,,,(ijo) nanpa wan,(forms superlatives),
0,ijo vivi,mother,,,mama,feminine parent,
0,,motion,,,tawa,,
6,ilo Tani,mountain,n,,"nena, nena suli",a large protrusion out of the land,"ma Imalaja la **nena** suli mute li lon. | In the Himalayas, there are a lot of big **mountains**."
0,,mouth,,,,,
4,ijo vivi,move,,,tawa,to change location,
4,ijo vivi,move,,,kama lon tomo sin,to change houses or residence,
0,mun Kekan San,movie,n,,sitelen tawa,a long-form motion-picture piece of media,"**sitelen tawa** sin li kama! ona la jan Mopiju li utala e jan ike mute mute a. | A new **movie** came out! In it, Morbius fights a million bad guys."
0,ijo vivi,much,pron,,ijo mute,many things,"**ijo mute** li kama, taso sina awen sina. | **Much** has happened, but you're still yourself."
6,"poni Kita, lipamanka",multiple,adj,,mute,more than one,jan **mute** li toki e ni tawa mi: meli ni li ike li utala e mi a! | **Multiple** people have told me that this woman has attacked them!
6,,multiple,n,,,a number that can be divided by another number,
3,ijo vivi,multiply,v,,(kama) mute,to become many,soweli li unpa mute li **kama mute** lon tenpo lili. | Rabbits **multiply** rapidly by reproducing.
3,ijo vivi,multiply,v,,pana lon tenpo...,in arithmetic,mi **pana** e nanpa tu **lon tenpo** tu wan la nanpa luka wan li kama. | Two **multiplied by** three is six.
8,kala Asi,music,,,"kalama, kalama musi",artistically arranged sound,"mi wile **musi** e **kalama** ni. | I want to remix these sounds into **music**.
suno pi toki pona la mi **kalama musi!** | On Toki Pona day, I will perform **music**!"
2,mun Kekan San,must,,,o,required to,"mi **o** kama sin lon tomo mi, o lape. | I **must** go home and sleep."
56,kala Asi,my,adj,,mi,possessive of '[I]',mi ken ala lukin e lipu **mi**. | I can't find **my** book.
56,kala Asi,my,interj,,a,short for 'my [god]',"**a**, kiwen uta sina li suli a! | **My**, what big teeth you have!"
0,mun Kekan San,myself,n,,mi,the speaker referring to themselves,tenpo mute la mi toki tawa **mi**. | I talk to **myself** very often.
0,ijo vivi,nail,n,,"kiwen luka, lipu (pini) luka",hard cover at the fingertip,mi o lili sin e **lipu pini** pi **luka** mi. | I've gotta shorten my **fingernails** again.
0,ijo vivi,nail,n,,palisa,metal rod,mi pana e **palisa** tawa sinpin li pana e sitelen tawa palisa. | I hanged a painting on a **nail** on the wall.
0,ijo vivi,nail,v,,{ijo} pona,to do excellently,"a, sina pali **pona** a e moku ni! | Wow, you really **nailed** this dish!"
3,mun Kekan San,name,n,,nimi,a word or phrase someone or something is called,toki a! **nimi** sina li seme? | Hello! What is your **name**?
3,mun Kekan San,name,v,1,"nimi, pana e nimi",to give a name,sina wile pana e **nimi** seme tawa akesi sina? | What do you want to **name** your frog?
3,mun Kekan San,name,v,2,toki,to specify,o pana e nimi pi jan ni: ona li lon tomo lon tenpo sama. | Please **name** whoever was in the room at the same time.
0,lipamanka,nation,n,1,ma,a state or country,**ma** Epanja li **ma** nanpa wan. | The **nation** of Spain is the best **nation.**
2,,national,,,,of or relating to a state or country,
5,ijo vivi,nature,n,,"ale; ma, kasi, kiwen, telo, ...","the world, viewed as distinct from human interaction","**kasi** pi ma Atejalowa li suwi a. | The **nature** of New Zealand is beautiful.
poka telo la mi pilin a e wawa **telo**. | At the shorelines, you really feel the power of **nature**."
5,ijo vivi,nature,n,,nasin,a person's behavior or character,**nasin** mi la mi utala ala e jan. | It's not in my **nature** to lash out at people.
4,kala Asi,near,,,(lon) poka,close in space or time,"tenpo ale la o awen **lon poka**. | Stay **near** at all times.
pini li kama **poka**. | The end is **near**."
2,"lipamanka, ijo vivi",neck,n,,"noka lawa, palisa lawa, anpa lawa",the part of the body connecting the head and torso,**noka lawa** mi li sama palisa a. | my **neck** is very long. 
4,ijo vivi,need,v,1,wile,to require,"moku la mi **wile** e supa tu wan, e ilo pakala, e ilo jo. | For this dish, we'll **need** three plates, knives, and forks."
4,ijo vivi,need,v,2,o,to be obliged to,mi wile e mani la mi **o** pali. | I **need** to work because I need money.
4,ijo vivi,need,v,3,wile a,to intensely want,mi **wile a** esun e ko sin pi jan Miku a! | I **need** to buy the new Miku plush!
3,jan Saki,never,,,tenpo ala,at no point in time,mi wile lukin sin e ni lon **tenpo ala**. | I **never** want to see that again.
3,kala Asi,new,,,sin,"recent, additional","tomo mi pini li lili ike. tomo mi **sin** li pona. | My **new** house is just the right size, unlike the old one which was too small.
kulupu li **sin** e nasin ona. | The company pursued a **new** policy."
0,,news,,,sona sin,a piece of information about recent events or knowledge (at the time of creation),mi sona e ni tan pana pi **sona sin**. | I learned about it from the **news** broadcast.
7,lipamanka,next,,,(nanpa) kama,the following event or object in a sequence,o lukin e kili **nanpa kama.** ona li loje li suli. | Take a look at the **next** apple. It's red and big.
4,ijo vivi,nice,,,"suwi, pona","friendly, pleasant","jan li **pona** tawa mi li ike tawa jan ante. | She's **nice** to me and mean to others.
telo li seli **pona** tawa sijelo. | The bath was **nice** and warm."
6,kala Asi,night,n,,tenpo pimeja,time when the sun is below horizon,soweli mute li lape lon **tenpo pimeja**. | Many animals sleep at **night**.
6,kala Asi,night,interj,,"mi weka, o lape pona",short for [good night],
0,,nightmare,,,,,
24,kala Asi,no,,,"ala, (ijo) ala","answer to a negative question, not any","— sina sona ala sona toki Tosi? — **sona ala**. | — Do you know how to speak German? — **No**, I don't.
lipu **ala** li ken toki e ijo ale. | **No** book can cover every topic."
0,,nobody,,,,,
0,,none,,,,,
0,,nor,,,,,
5,lipamanka,normal,,,nasa ala,not out of the ordinary,ni li **nasa ala:** jan ale pi poka tomo li toki ala tawa sina. | It's normal for none of your neighbors to talk to you. 
7,kala Asi,north,adj,,nasin lete,polar direction (in relation to the Northern hemisphere),**ma** Amelika **lete** | **North** America
7,kala Asi,north,adj,,nasin seli,equatorial direction (in relation to the Southern hemisphere),mi lon ma Antasika li tawa **ma seli**. | I travel **north** from Antarctica.
0,,nose,,,,,
11,kala Asi,not,,,ala,negating the meaning,mi sona **ala** e musi ni. | I am **not** aware of this game.
0,kala Asi,not at all,,,ala a,not in the slightest,ona tu li sama **ala a**. | The two of them are **not at all** alike.
0,kala Asi,not at all,,,ale li pona,don't worry about it,"— ike mi a. — ike ala! **ale li pona**. | — Oh, I'm sorry. — **Not at all**."
0,ijo vivi,note,n,,lipu (sitelen),small paper or document,mi **lipu** e wile li ona lon tenpo kama. | I'll make a **note** of that and do it later.
0,ijo vivi,note,n,,kalama (lili),"sound or tone, often musical",jan pona li sona wan suwi e **kalama lili** mute. | An artisan knows how to weave many **notes** into something beautiful.
0,ijo vivi,note,v,,"sona, lukin, kute","pay [attention] to, [mind]",o **sona** e ni: linja pan sike en linja pan lupa li ante. | **Note** that spirelli and fettucine are different.
2,"jan Tene, lipamanka",nothing,n,,(ijo) ala,the absence of objects,"mi sona e ijo wan taso: mi sona e **ala**. | I know one thing, and that is that I know **nothing**.
mi pali e lipu ike. toki sina li pona ala e pilin. **ala** li ken pona e pilin. | I wrote a bad book. Your words don't make me feel better. **Nothing** can make me feel better. "
2,jan Tene,nothing,,,suli ala,something unimportant,a! ona li **suli ala**... | Oh! It's **nothing**.
0,,notice,,,,,
18,kala Asi,now,,,"tenpo ni, tenpo lon","the current time, the present time","mi ken ala toki tawa sina lon **tenpo ni**. | I cannot talk with you right **now**.
o lape lon **tenpo lon** a! | Go to bed right **now**!"
0,lipamanka,nuke,n,,ilo pakala suli,a large explosive of mass distruction,jan o pali ala e **ilo pakala suli** tan ni: jan pi pali ike ala li moli tan ona. | People shouldn't design **nukes** because innocents will die from them. 
0,lipamanka,nuke,v,,"pana tawa poki seli, seli e",to reheat food in the microwave,mi **seli** e moku mi pi suno pini. | I'll just **nuke** my leftovers. 
4,lipamanka,number,n,1,"nanpa, sitelen","numeral, digit",o lukin: **nanpa** mute li lon sitelen ni. | Take a look: there are lots of **numbers** in this picture.
4,lipamanka,number,n,2,"nanpa, mute","amount, quantity",kulupu musi la sina sona ala sona e **mute** pi jan kama? | Do you know the **number** of guests who will be in attendance at the party?
4,lipamanka,number,v,1,pana e nanpa,assign an order,o **pana e nanpa** tawa supa ale. | Please **number** the chairs. 
4,lipamanka,number,v,2,"toki e mute, alasa e mute",count,sina wile **alasa e nanpa** mun la ni li wile e wawa mute. | It's very difficult to **number** the stars.
0,ijo vivi,numeral,,,nanpa,number,
0,,object,,,ijo,thing,
0,,object,,,poki pi nimi E,(grammar) thing that a verb acts on,
0,,object,,,pilin ante,"deny, express dissent",
0,pakala Mapuju,occiput,n,,monsi lawa,the backside of the head or skull,ona li ken lukin tan **monsi** pi **lawa** ona! | She's got eyes on her **occiput**!
2,jan Lisente,ocean,n,,"telo suli, telo",a large expanse of deep water,**telo suli** li wawa tawa mi. | I find **the ocean** incredible.
8,lipamanka,of,,,"∅, pi","relating to, made out of, etc","ni li jan **pi** alasa kala. | This is the guy **of** hunting fish.
o awen lon tomo kiwen. | Stay in the house **of** stone."
0,mun Kekan San,off,v,,moli,to kill,"sina o tawa tomo ona, o **moli** e ona. | You're going to go to his home, and **off** him."
0,mun Kekan San,off,,,pini,"disable, power off; to be disabled, to be powered off","sina weka tan tomo la, o **pini** e suno e ilo kon. | When you leave the house, please turn **off** the lights and air conditioning."
0,,offer,,,,,
0,lipamanka,office,n,,tomo (pali),a room used for work,"jan lili li pali ike la ona li tawa **tomo** pi jan lawa Tanpu. | When children misbehave, they are sent to Ms. Trunchbull's **office.**"
3,ijo vivi,often,,,tenpo mute (la),many times,"sina lon ala lon ni **lon tenpo mute**? | Do you come here **often**?
**tenpo mute la** jan li ken toki kepeken nimi mute ala. | Complex sentences are **often** not needed."
4,pakala Mapuju,oh,,,a,(exclamation/interjection of realization),"**a**, mi sona ala e ni. | **Oh**, I didn't know that."
7,lipamanka,oil,n,1,"telo, ko; li tawa seli moku",animal or plant fat used for cooking,**telo** ni li **tawa seli moku**. | This **oil** is for cooking food.
7,lipamanka,oil,n,2,"telo, telo pimeja","liquid fuel made from ancient organic matter, e.g. petrol","a, mi o sin e **telo** lon ilo mi. | Ugh, I should really refill the **oil** in my car."
7,lipamanka,oil,v,,pana e telo,to grease a mechanism to make it perform better,mi **pana e telo tawa** lon linja pi ilo mi. | I **oiled** the chain on my bike.
4,lipamanka,okay,adj,1,pona,"decent, fine",jan mu ni li **pona** | This singer is **okay**.
4,lipamanka,okay,adj,2,"pona ala, ike ala",neither of good or bad quality ,"a moku ni **li pona ala li ike ala**. | Hmm, this food is **okay**."
4,lipamanka,okay,interj,,"a, pona, sona",expression of understanding,"**a sona**. | **Ah, okay.**
**pona**. | **Okay!**
**a ken**... | **Okay...**"
4,lipamanka,okay,v,,ken,to approve,mi **ken** e ni. | I'll **okay** that.
8,kala Asi,old,adj,,"tenpo pini, tenpo weka","that which no longer exists, ancient","mi toki Inli li ken ala sona e toki Inli pi **tenpo weka**. | I speak English, but I cannot understand **Old** English."
8,kala Asi,old,adj,,"suli, majuna",having lived for a long time,"jan **suli** taso li ken lon kulupu ni. | You have to be **old** enough to join this community.
jan **majuna** li moli a, sina lukin ala!<br />len ona li len suli li tawa lon ma anpa. | **Old** Abram Brown is dead and gone, You'll never see him more;<br />He used to wear a long brown coat, That button'd down before."
8,kala Asi,old,adj,,tenpo suli,having existed for a long time,**tenpo suli** la mi en ona li poka pona. | He is my **old** friend.
8,"kala Asi, ijo vivi",old,adj,,sin ala,no longer fresh or current,"sona ni li **sin ala** a! | Those are some **old** news!
o weka e ko wan **pi sin ala** o pana e ko sin. | Remove the **old** glue and dispense new glue."
0,lipamanka,omit,v,,"weka e, pana ala e, toki ala e",to not include something,taso ona li **weka** e sona ni: jan ni li lape lon tenpo moli! | But she **omitted** the fact that this person was sleeping at the time of the murder! 
9,kala Asi,on,prep,1,lon (ijo),on a location or time/date,"waso li **lon** palisa kasi. | The bird is sitting **on** the tree branch.
mi tu li kama wan lon tenpo suno pini. | We got married yesterday."
9,kala Asi,on,prep,2,tawa (ijo),onto a destination,soweli mi li **tawa** ilo mi. | My cat just sat **on** the keyboard.
9,kala Asi,on,adj,,open,"active, functioning",suno li **open**. | The lights are **on**.
9,kala Asi,on,adv,,"sike, mute",on and on,ona li toki **sike** e akesi. | They rambled **on and on** about lizards.
0,kala Asi,on foot,,,kepeken noka,by means of one's legs,"**noka** anu soweli anu ilo la sina tawa ma Sikako **kepeken** seme? | Did you go to Chicago **on foot**, by horse, or by car?"
2,mun Kekan San,once,n,,tenpo wan,occurs a single time,sina ken lukin e lipu lon **tenpo wan** taso. | You may look at the document exactly **once**.
2,mun Kekan San,once,n,,tenpo weka,occurred at an unspecified but distant single time in the past,"**tenpo weka** la mi mama e kasi tawa moku. | I had a subsistence farm, **once**."
14,kala Asi,one,,,wan,"the number 1, single","mi jo e kili luka tu tu li weka e kili **wan** la, mi jo e kili pi mute seme? | If I have nine apples and I lose **one** apple, how many apples do I have?"
14,kala Asi,one,,,nanpa wan,first,World War **1** | utala suli **nanpa wan**
14,kala Asi,one,,,jan,"anyone, (generic) you",pali suli ala la **jan** li ken ala kama lon ma Moto. | **One** does not simply walk into Mordor.
6,jan Niwe,onion,,,kili,fruit,selo mute li lon **kili** ni. | There are many layers on this **onion**.
4,ijo vivi,only,,,taso,"sole, alone",sina **taso** li sona e ona. | You're the **only** one it's obvious to.
0,,onto,,,,,
3,ijo vivi,open,v,1,open,to uncover,"mi **open** e poki la waso mute insa li kama tawa mi! | When I **opened** the drawer, hundreds of bats came flying at me!"
3,ijo vivi,open,adj,2,(ijo) ala li lon; supa,free of objects,"tenpo musi li pini la ma Alikanka li kama **supa** suli **pi ijo ala**. | When the fun fair is over, the Heiligengeistfeld becomes an **open** plane."
3,ijo vivi,open,adj,3,open; li pana e ijo,(of a store) currently selling goods,tomo moku ni li lape. o alasa e tomo ante ni: ona li **open** a. | This restaurant is closed. Let's look for one that is **open**.
3,ijo vivi,open,adj,4,len ala,not covert or hidden,mi **len ala** e tonsi mi. | I'm **open** about being trans.
3,ijo vivi,open,adj,5,(nasin la) ale li ken pana tawa (ijo),(of software) with the source code publicly available and free to use,mi pali **pi nasin ni** e ilo lipu: **ale li ken pana tawa ona li ken pona e ona li ken weka e pakala**. | I'm making an **open**-source document reader.
2,lipamanka,opinion,n,,pilin,a subjective thought or idea,"**pilin** mi la jan ala li ken toki pona. | In my **opinion,** nobody can speak clearly enough. "
8,jan Lakuse,opposite,adj,1,ante (ale) ,completely different ,ma Oselija en ma Kanata li kama lete lon tenpo pi **ante ale**. | Australia and Canada get colder at **opposite** times. 
8,jan Lakuse,opposite,adj,2,poka ante,located across from ,"soweli li lukin e tomo tawa ala la ona li tawa **poka ante** pi nasin suli. | When the deer saw no cars, it went to the **opposite** side of the street.  "
8,jan Lakuse,opposite,prep,,lon poka,alongside,sitelen tawa suli 'utala moli musi pi wile moku' la jan So Atuson li musi **lon poka** pi jan Senipa Lowen. | In 'The Hunger Games' Josh Hutcherson played **opposite** Jennifer Lawrence.
13,kala Asi,or,,,anu,forming a question of two or more options,suwi **anu** namako la moku seme li pona tawa sina? | Do you prefer sweet **or** spicy food?
13,kala Asi,or,,,"anu, ken",forming a statement of two or more options,"o kama suli **anu** weka! | Grow up **or** leave!
**ken** la soweli li moli. **ken** la ona li moli ala. | The cat is either dead **or** alive."
7,kala Asi,orange,,1,kili,fruit,mi weka e selo **kili** li moku e insa. | I peel the **orange** and eat it.
7,kala Asi,orange,,2a,"loje, jelo",colour similar to both red and yellow,suno li weka lon tenpo kama poka li kama **loje**. | The setting sun has turned an **orange** hue.
7,kala Asi,orange,,2b,"loje jelo, jelo loje",colour distinct from red and yellow,ma Netelan la **loje jelo** li kule suli. | The colour **orange** has cultural significance for the Netherlands.
2,"soweli Ewisi, lipamanka",order,v,1,nasin e,to arrange items in a manner that is organized. ,mi **nasin** e pana ale pi lipu Kemeka. | I'm **ordering** the submissions of lipu Kemeka. 
2,lipamanka,order,v,2,"nanpa e, toki e ni: seme li nanpa seme",to rank items based on a qualification. ,"mi **nanpa** e jan tan wawa ona. | I **ordered** the people based on how strong they were. 
sitelen kule, la jan Alisin li **toki e ni: seme li nanpa seme** tawa ona? | Alison **ordered** the paintings based on her preferences. "
2,lipamanka,order,v,3,"toki lawa, lawa toki e, lawa e",to command someone (to do something),"mi **toki lawa** tawa sina, e ni: o moku ala tan kasi sona. | I **ordered** you not to eat from the tree of knowledge. "
2,lipamanka,order,v,4,kama e,to have something delivered to one's self,mi **kama e** pipi kala tan jan pi pali moku. | I'll **order** the lobster from the chef.
2,lipamanka,order,v,4a,"kama ilo e, kama e ... kepeken ilo",to use a device to have something delivered to one's self,"mi **kama ilo e** len tonsi tan ilo Amasan. | I **ordered** a trans flag on Amazon. 
mi **kama e** sike soweli pi noka lawa tawa olin mi **kepeken ilo.** | I **ordered** a dog collar for my boyfriend online. "
2,lipamanka,order,n,,"pana, kama",something delivered (usually food),mi jo e **kama** mi pi ma Isijopija lon noka mi. | I have my Ethiopian **order** in my lap. 
2,lipamanka,other,adj,,ante,different from surrounding things (often similar things),"mi wile e telo nasa **ante.** | I want the **other** cocktail. 
jan Keli li sama ala meli **ante.** | Kelly isn't like **other** girls. "
2,pakala Mapuju,other,v,,kulupu ante e,"to define as different or separate, often in a negative way, in order to define the self","jan Pita li toki ike e len lawa ona la pilin ona la jan Pita li **kulupu ante** e ona. | When Peter insulted his yarmulke, he felt **othered**."
0,,our,,,,,
2,pakala Mapuju,out,,,weka,not inside of,mi tawa **weka**. | I'm getting **out** of here.
0,,out,adj,,,out of the closet (to someone); not hiding one's queer identity,
0,,out,v,,,to disclose someone's queer identity without their consent,
8,ijo vivi,outside,adv,1a,"lon {ala, weka} tomo, lon ma",not in a building,mi wile **weka tan tomo**. | I want to **go outside**.
8,ijo vivi,outside,n,2,selo,surface,**selo** kili li jaki la ona li awen ken pona tawa moku. | A fruit that's rotten on the **outside** might still be edible.
8,ijo vivi,outside,prep,1b,"poka, weka",surrounding,kon li tawa wawa lon **poka** tomo. | There's a storm **outside** the flat.
3,jan Lisente,over,adj,1,pini,that does not continue anymore,tenpo musi li **pini**. sina o kama lon tenpo pini suli. | The party's **over**. You should have arrived a long time ago.
3,jan Lisente,over,prep,2a,(lon) sewi (pi),located closely above but not directly upon,mun li **lon sewi** mi. | The moon is **over** our heads.
3,jan Lisente,over,prep,2b,"tawa {sewi,waso} lon sewi (pi)",moving through the space above something,"musi ni la jan lili li tawa **sewi lon sewi pi** jan lili ante. | In this game, kids will jump **over** other kids."
0,pakala Mapuju,overt,,,len ala,"able to be seen by others, open, without hiding","ona li **len ala** e pilin ike ona pi kulupu Jejusi. | He is **overt** about his anti-Semitism.
mi luka e lawa sina la pilin pona sina pi **len ala** li suwi a. | When I pat you on the head, your **overt** enjoyment is delightful."
0,pakala Mapuju,own,adj,,"∅, a",(emphasizes possession of the object it modifies),"mi wile ala kepeken ilo sina. mi wile kepeken ilo **mi**. | I don't want to use your phone; I'd rather use **my own** phone.
o lon supa pi sina **a**. | Get in your **own** seat."
0,pakala Mapuju,own,v,,"mi, lawa",to possess or hold rights over,"ni li ilo tawa **mi**. | I **own** that automobile.
mi **lawa** ala e tomo. | I don't **own** a house."
0,lipamanka,page,n,1,lipu,a piece of paper or digital rectangle of information in sequence,o open e lipu sina tawa **lipu** nanpa luka luka tu. | Please open your textbooks to **page** twelve.
0,lipamanka,page,n,2,"jan poka, jan pali",someone who works in favor of a knight,**jan pali** li pana e telo tawa jan lawa. | The **page** brought the king some water. 
0,lipamanka,page,n,,"lipu ilo, ma ilo","clipping of ""webpage""",mi tawa **lipu ilo** sina li lukin e ni: sina toki mute e pan. | I went to your **page** and saw that you talk about bread a lot. 
0,lipamanka,page through,v,,lukin (e ale ala) ,"to skim or look at multiple parts of something, but not the whole",mi **lukin e ale ala** pi lipu sina. | I've **paged through** your book. 
4,lipamanka,pain,n,,pilin ike ,sensation caused by injury (cf [hurt]),"sina pakala e luka jan la jan li kama **pilin ike.** | If you demolish someone's hand, they'll **feel pain.** "
0,ijo vivi,paint,,,"kule (selo), telo kule","colorful liquid used to cover walls, vehicles, etc",
0,ijo vivi,paper,,,lipu,sheet used to store writing,
3,mun Kekan San,paradox,n,,"ken ala, pakala",impossible statement or situation,"sina **ken ala** pona e sona ni: ""toki ni li lon ala."" | This statement is a **paradox**: ""This sentence is false."""
0,mun Kekan San,paranoid,,,∅,"anxiety or fear that exceeds what is warranted by reality, especially directed at non-existent combatants","pilin ona la jan lawa ona li wile anpa e ona. | He is paranoid, thinking that his boss is out to get him."
2,ijo vivi,parent,,,mama,caretaker,**mama** mi li pona mute a. | My **parents** are so nice.
2,ijo vivi,parent,,,mama (tonsi),caretaker specified to be nonbinary,"tenpo mute la mi musi lon tomo mi la **mama** li pana e moku suwi. | Oftentimes, my **parent** brings me snacks when I'm hanging out in my room."
0,,park,,,,,
5,mun Kekan San,part,,,kipisi,segments of something,"**kipisi** mute pi ilo mi li pakala la ona li ken ala tawa. | Many **parts** of my car are broken, so it can't move."
0,mun Kekan San,party,n,,"musi, tenpo musi","event, time of amusement",sina tawa ala tawa **tenpo musi** pi mama mi? | Are you coming to my parents' **party**?
0,mun Kekan San,party,n,,kulupu,"small group, generally convened with some purpose",**kulupu** mi li alasa e poki sewi. | Our **party** seeks the Holy Grail.
0,mun Kekan San,party,v,,lon,"to be present or involved, especially in legal proceedings","ona li **lon** toki esun li lawa e toki. | She was **party** to the deal, and in charge of discussion."
0,mun Kekan San,party,v,,musi,"to enjoy oneself, especially at an event","mi kama suli tenpo lon suno ni la mi **musi**! | Today is my birthday, so I'm **partying**!"
0,,pass,,,,,
0,,passion,,,,,
7,kala Asi,past,,,tenpo pini,time that has already happened,mi o kama sin tawa pali mi pi **tenpo pini**. | I should return to my **past** efforts.
7,kala Asi,past,,,tenpo (pini) weka,time long ago,sona pi **tenpo weka** li kama sin lon lawa mi. | I have remembered something from the remote **past**.
0,,path,,,,,
0,ilo Tani,pay,,,pana (e mani),to give money in exchange,"sina wile e ni la o **pana** e mani mute mute. | If you want this, you'll have to **pay** forty dollars.
o **pana** sin **e mani** a tawa mi. | Remember to **pay** me back!"
2,,peace,,,,,
0,jan Lisente,pen,,,"ilo sitelen, palisa sitelen",a small plastic or metallic stick-shaped tool used to write or draw,sina jo luka pakala a e **ilo sitelen**! | You're not holding your **pen** correctly!
0,ijo vivi,penetrate,,,kama lon insa,"to enter, often violently",kulupu utala li utala wawa li ken a **kama lon insa** pi ma awen. | The soldiers fought hard and managed to **penetrate** the fortress.
0,ijo vivi,penetrate,,,"insa e {linja, palisa}",to [insert] one's [penis] during sex,ona li pana e **palisa** tawa sinpin ona li **insa e ona** lon lupa pi jan unpa. | She put on a strap-on and **penetrated** her partner with it.
2,ijo vivi,people,,,jan,(plural of '[person]'),**jan** pi mute seme li lon tomo ni? | How many **people** are in the room right now?
