times asked,submitted,keyword,pos,enumeration,tok,eng,examples
8,kala Asi,because,conj,1,"tan ni, ni la",for the reason that,"mi o esun e ilo telo sin **tan ni**: ike la ilo mi li pana lili e telo lon tenpo ale. | I need to purchase a new kitchen tap, **because** mine leaks constantly."
0,kala Asi,because of,prep,1,tan,"on account of, for the purpose of",mi tawa tomo mama mi **tan** moku. | I'm visiting my parents **because of** food.
0,ijo vivi,become,,,kama,"turn into, change",mi wile ala **kama** sama mama mi. | I don't want to **become** like my father.
2,jan Lakuse,bed,,,supa lape,a surface to sleep on,soweli li pakala e len pi **supa lape** kepeken luka ona. | The cat rips up the **bed**'s blankets using its claws.  
27,"ijo vivi, (via sona pona)",before,prep,,… la (ijo) li (awen) kama ala,occuring when something else hasn't happened yet,"mi kama la jan **li awen pali ala**. | I arrived **before** people started working.
o weka lon **tenpo** ni: sewi li **pimeja ala**. | Leave **before** it gets dark."
0,,beg,,,,,
0,kala Asi,begin,,,open,to make ongoing,tenpo moku o **open**. | Let the feast **begin**.
0,kala Asi,begin,,,kama,to take the first step of an activity,"ilo li pana e suno laso la ilo tu li **kama** tawa. | As the light turned green, the two cars **began** to race."
2,ijo vivi,behind,prep,,"lon monsi, lon pini",at the back of,"mi lon pini pi kulupu wile li awen **lon monsi** pi jan mute a. | I'm at the back of the queue, waiting **behind** a staggering amount of people."
2,ijo vivi,behind,prep,,lon weka,in the absence of,o toki ike ala e mi **lon weka** mi! | Quit talking **behind** my back!
2,ijo vivi,behind,prep,,"tan, kama e",indicating origin,seme a li **kama e** nasin ike ni? | Who the hell is **behind** this botched idea?
2,ijo vivi,behind,adj,,pali (sin) ala,overdue,mi **kama ala pali** tomo ale. | I'm a bit **behind** on housework.
5,kala Asi,believe,v,,pilin,"to opine, think, reckon, accept as true","jan mute li **pilin** e ni: kulupu la ante nasin li kama. | Many **believe** the tide of change in society is coming. 
mi kute ala e jan ante. **pilin** mi a la ken mi li wawa. | No matter what others say, I **believe** in my abilities."
0,jan Lakuse,believe ,v,,la,in the opinion of,"mi **la** jan moli li tawa ala ma sewi. | I **believe** dead people don't go to heaven.
nasin sewi Momon la jan sewi mama en jan sewi lili li toki tawa jan Sosa Si. | Mormonism believes that Heavenly Father and Jesus Christ spoke to Joseph Smith. "
0,lipamanka,bell,n,,"ilo mu, ilo kalama",an percussive instrument that makes a high pitched sound,"ma la tomo sewi suli la jan li tawa e **ilo mu.** | Somewhere, in some cathedral, someone's ringing **bells.**"
0,lipamanka,bellow,v,,"mu wawa, toki wawa",to speak with force,"jan suli li toki wawa. ""mi wile e telo loje pi jan pi ma Inli a!"" | The giant **bellowed,** ""I want the blood of an Englishman!"""
0,,belong,,,,,
0,,below,,,,,
0,,beneath,,,,,
0,lipamanka,berbere,n,,ko loje pi ma Isijopija,a red Ethiopian spice blend made from whole dried chilis and a variety of Ethiopian spices ,jan pi ma Isijopija ala li sona ala pali e ko loje. ona li pilin e ni: ko loje ni li sama ko loje pi ma ante. ni li lon ala. | Non-Ethiopians don't know how to make **berbere.** They think that this red spice blend is like any other country's red spice blend. This is not true. 
0,,beside,,,,,
10,lipamanka,best,adj,,"nanpa wan, sewi",of the highest quality,"ni li nasin **nanpa wan** pi pali tomo. | This is the **best** way to build a house. 
sona sina li **sewi.** | You know **best.**"
1,ijo vivi,best friend,n,,"(jan) suli, (jan) poka (suli, wawa)",an emotionally close person deemed important; an especially important [friend],"jan Wansin en jan Ili li **poka wawa**, li ijo mute lon poka. | Wenjing and Yili are **best friends** and do many things together.
sina sona ala sona e ni: sina **suli mute tawa** mi? | Do you know that you're my **best friend**?"
3,jan Saki,better,,,pona tawa ...,"of higher quality, more [good]","nasin sina li pona; taso, nasin mi li **pona** wawa **tawa** nasin sina. | Your method is good, but my method is much **better** (than yours)."
2,ilo Tani,between,prep,,lon insa,in the middle of,mi **lon insa** pi kasi walo pi kasi loje. | I'm **between** the white bush and the pink bush.
2,,beyond,,,,,
5,"jan Tene, ijo vivi",big,adj,,suli,of great size or extent,"soweli **suli** ike li alasa moku e meli lili pi len lawa loje. | The **Big** Bad Wolf is trying to eat Little Red Riding Hood.
ni li **suli** ala tawa mi. | No **big deal**."
2,kala Asi,bird,n,,waso,"warm-blooded animal, usually having wings and feathers",mi tawa lon ma kasi la mi kama lukin e **waso** nasa. | I witnessed a rare **bird** today while walking in the park. 
22,"ijo vivi, pakala Mapuju",birthday,n,,"tenpo (suli) {mi, sina, pi jan ...}, sike sin",date and celebration centered on the birth of a particular person,"♪ **tenpo sina** li lon, **tenpo sina** li lon! ♪ | ♪ Happy **birthday** to you, **happy birthday** to you! ♪
tenpo poka la mi kama e kulupu musi suli tawa mi! sina wile ala wile kama? | Soon, I'm throwing a big party for my birthday! Do you want to come?
sina **sike sin** e suno lon tenpo seme? | When is your **birthday**?
o **sike** pona! **sike sin** sina o pona a. | Happy **birthday**! Have a great **birthday**."
0,jan Lakuse,bit,n,,lili,slightly,"""musi li pona ala pona tawa sina?"" ""**lili**."" |  ""Did you enjoy the show?"" ""A **bit**."" "
0,jan Saki,bit,n,,"wan (sona), wan nanpa",unit of information,ilo nanpa li sona e nanpa kepeken kulupu pi **wan** luka tu wan. | Computers store data in groups of 8 **bits**.
0,,bitch,,,,,
0,,bite,,,,,
3,mun Nanseki,black,n,,pimeja,a dark color/shade ,"sina luka e mun lon open pi lipu ni la lipu li kama **pimeja**. | If you click the moon at the top of this page, it becomes **black**."
0,,blame,,,,,
0,lipamanka,bland,adj,,ala tawa uta,lacking flavor,moku ni li **ala tawa uta** mi. | This food is **bland** to me. 
0,,bleed,,,,,
3,,bless,,,,,
0,,blind,,,,,
3,"ilo Tani, pakala Mapuju",blood,,,"telo, telo loje, telo sijelo","a liquid flowing in the bodies of many types of animals, typically red","mi tu e kili kepeken ilo la ilo li pakala a e selo mi, la **telo loje** li kama. | I was cutting a fruit with a knife when the knife cut through my skin and made **blood** come out.
ilo utala pi jan Ka li pakala e selo pi luka ona la **telo sijelo** li kama lon ale pi supa anpa tomo. | When Kai's sword sliced through the skin on her hand, **blood** covered the floor of the room."
0,,blow,,,,,
6,kala Asi,blue,adj,1a,laso,a shade of turquoise/grue; the color of the sky and of most water,luka mi li kama **laso** tan lete. | My hands are turning **blue** from the cold.
6,kala Asi,blue,adj,1b,"laso sewi, laso telo",a shade of turquoise/grue as opposed to [green],"nasa la kasi ni li **laso sewi**. | Strangely, this plant has a **blue** tint."
6,kala Asi,blue,adj,2,pilin ike,"melancholic, sad",sina **pilin ike** tawa seme? | What's the point of feeling **blue**?
0,lipamanka,blues,,,nasin kalama Pu; nasin kalama pi pilin ike,"a style of music originating in black communities in the South of the United States that has inherited qualities from spirituals, work songs, etc. (often called ""the blues"")",sina wawa nanpa wan lon **nasin kalama Pu.** | You're the best **blues** player ever. 
0,ilo Tani,board,,,sinpin,"a tall, wide, but thin piece of material, often wood",o sitelen e toki sina lon **sinpin**. | Write your answer up on the **board**.
4,poni Kita,boat,n,,"ilo (tawa) telo, poki (tawa) telo, tomo (tawa) telo",water vehicle,"mi wile toki e wawa pi linja wan ni la mi tu e **ilo telo** ni! | To show you the power of this tape, I sawed this boat in half!"
0,jan Tene,body,n,1,sijelo,the physical structure of a living organism or inanimate object,taso kon toki pi jan Jesu li ni: tomo sewi li **sijelo** ona. | But Jesus was speaking of the temple of his **body**.
0,jan Tene,body,n,2,insa,something's main or most important part,**insa** sitelen li toki e pilin ona pi suli nanpa wan. | The text's **body** states its most important ideas.
0,jan Tene,body,n,3,kulupu,a collection or group,**kulupu** jan pi kama sona li pali e tenpo pi utala musi. | The student **body** organizes sports events.
3,lipamanka,bomb,n,1,ilo pakala,an explosive,"jan li pali e nasin wan pi ma Pukin, la ona li kepeken **ilo pakala.** | While building the Brooklyn Bridge, workers used **bombs.**"
3,lipamanka,bomb,n,2,"pona, epiku",something really cool ,len sina li **epiku.** | Your fit is bomb!
3,lipamanka,bomb,v,,pakala (lon),to mess up (often on an exam) ,"a, mi **pakala lon** utala mi nanpa. | Ugh, I **bombed** my math quiz. "
4,ijo vivi,bone,,,"kiwen, palisa, insa","rigid things inside the body, often elongated","ma seli la mi lukin e **palisa insa** pi soweli moli a! | In the desert, I saw the **bones** of a dead coyote!"
5,ilo Tani,book,n,,lipu,a collection of sheets of paper bound at an edge,**lipu** ni li pana e sona nanpa. | This **book** is about math.
5,lipamanka,book,v,,kama e,to make a reservation,mi **kama e** tenpo kulupu lon tomo kala. | I'm **booking** a reservation at the sushi place. 
8,kala Asi,bored,,,"wile musi, pilin pi musi ala",a need for mental stimulation,"ona li **wile musi** la ona li open e musi Manka. | They were **bored**, so they decided to play Minecraft."
0,lipamanka,"born, be",,,"kama, open, tan mama",(be born) to be given birth to,"mi **open tan mama** la mi toki e ni: ""mi wile toki pona a!"" | When I was **born,** I said ""I want to learn toki pona!"""
0,lipamanka,bosseyomp,,,"tenpo pimeja, tenpo lape",the time period from 1 AM to 5 AM ,"mi ken ala lape lon **tenpo pimeja** la mi kama ilo e moku tawa tomo. | When I can't sleep during **the bosseyomp**, I order takeout."
5,ijo vivi,both,,,ale,every one of two options,kili loje en kili jelo la sina wile e seme? — **ale** li pona. | Do you want the apple or the pear? — **Both** are good.
0,,bother,,,,,
0,,bottle,,,,,
0,,bottom,,,,,
0,jan Lisente,box,,,poki,"a unit of storage, especially of the shape of a cube or a rectangular prism.","wan, tu, tu wan, tu tu... **poki** wan li weka! | One, two, three, four... We lost a **box**!"
0,jan Lisente,boy,,,(jan) mije,"a masculine person, especially a younger one",tenpo pini la ona li **mije**. | They used to be a **boy*.
12,ilo Tani,brain,n,,insa lawa,the control center of an animal's mind in the skull,**insa** pi **lawa** jan la kipisi tu li lon li pali lon ijo ante. | A person's **brain** is comprised of two halves that perform different functions.
0,,brat,,,,,
0,jan Niwe,bread,n,,pan,"a food made from flour and a leavening agent, usually yeast, mixed with water",jan Ena li lukin e **pan** mute lon tomo esun. | Anna was looking at a lot of **bread** in the store.
0,jan Lisente,break,v,1,pakala,"to (cause to) separate into many pieces, to interrupt","soweli li **pakala** e poki! | The cat **broke** the vase!
jan li **pakala** e sama. | Humans **break** the cycle."
0,jan Lisente,break,n,2,"pini (pali), awen ((tan/e) pali), lape",a pause from work or another activity,"n mi pilin lape a. mi o awen tan lape. | Ugh, i'm so exhausted... I'm going to take a **break** from work."
0,,breath,,,,,
0,lipamanka,breathe,v,,esun e kon,to pull air into and push air out of the lungs repeatedly,"sina tawa e sijelo, la sina o **esun** mute **e kon.** | When you move your body, you should **breathe** a lot. "
0,lipamanka,breathe in,v,,kama (insa) e kon,to pull air into the lungs,"sina pilin ike, la o **kama insa e kon.** ni li pona e pilin sina. | If you're stressed out, **breathe in.** It'll make you feel better. "
0,lipamanka,breathe out,v,,pana e kon tawa,to push air out of the lungs,"ona li **pana e kon** tawa seli la seli li tawa musi. | When she **breathed out** onto the fire, the fire danced. "
0,,breeze,,,,,
0,,bright,,,,,
2,ijo vivi,bring,,,"kama, pana",to transport something to another place,"o **pana** e ilo mi tawa mi. | Could you **bring** me my laptop?
mi tawa esun li **kama** e pan. | I went to the store and **brought** bread."
12,jan Lakuse,brother,n,1,jan (mije pi mama) sama,a masculine person with whom one shares at least one parent,"**jan sama** sina o pana sin e mani tawa mama mi. | Your **brother** ought to repay my father. 
mama pi jan Ilon Masu li pana e mani tawa ona tawa **jan sama mije** ona tawa jan sama meli ona. |  Elon Musk's parents gave money to him, to his brother, and to his sister. "
10,mun Nanseki,brown,adj,1a,pimeja,a dark color,
10,mun Nanseki,brown,adj,1b,"jelo pimeja, pimeja jelo",a dark shade of [orange],
2,,brush,,,,,
0,ijo vivi,build,,,pali,"create, construct",kulupu li **pali** e nasin. | They were **building** a bridge.
0,jan Lisente,building,,,tomo,"a man-made, constructed structure",**tomo** ni la lawa ma li kama wan. | The gouvernment comes together in this **building**.
0,,burn,,,,,
0,lipamanka,bury,v,,"pana ma e, pana e ... tawa ma",to put something in the ground. ,soweli li **pana ma** e kiwen pi jan moli. | The dog **buried** a human bone. 
0,poni Kita,business,n,,"esun, kulupu esun, kulupu pali",commercial establishment,
20,kala Asi,but,,,taso,"however, apart from, only","pali li wile e mi. **taso** mi wile ala pali. | My work needs me, **but** I don't want to work.
ale li pona tawa mi. ni **taso** li pona ala. | I like everything **but** that."
0,ijo vivi,buy,,,esun,purchase,mi **esun** e poki moku mute luka luka luka wan lon ilo. | I **bought** 37 cans of tomato sauce on the internet.
3,ilo Tani,by,,,lon poka,[near],mi toki tawa ona **lon poka** pi tomo lipu. | I spoke with him **by** the bookstore.
3,ijo vivi,by,,,"tan, ∅, (ijo) li pali e ona",indicates authorship,"mi lukin e sitelen sin pi jan K Klein. | I'm watching the new video **by** K Klein.
o lukin e lipu ale ni: jan tonsi **li pali e ona.** | Check out all these books **by** nonbinary authors."
3,ijo vivi,by,,,kepeken,using,"mi tawa tomo pali **kepeken** ilo. | I go to school **by** bus.
mi nasin e lipu mi **kepeken** kule ona. | I sorted my books **by** color."
40,ijo vivi,bye,,,see [goodbye],short for 'goodbye',"mi weka a! | I'm leaving now, **bye**!"
0,,cage,,,,,
2,ijo vivi,call,,,nimi,use a name for,"**nimi** pi kasi ni li seme lon toki Inli? | What's this plant **called** in English?
mi **nimi** lili Kate e mama mi Katenawa. | I **call** my dad Katenawa by the nickname Kate."
